worms_sciname,worms_aphiaid,rank,phylum,class,subclass,order,family,genus,year,countryCode,stateProvince,county,locality,decimalLatitude,decimalLongitude,depth,taxonRemarks,verbatim_obis,terrestrial_only
Halosydna brevisetosa,333534,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Halosydna,1962,NA,NA,NA,"Tasu Sound; , Graham Island",52.7700004578,-132.070007324,183,NA,Halosydna brevisetosa,0
Cryptomya californica,397065,species,Mollusca,Bivalvia,Autobranchia,Myida,Myidae,Cryptomya,1999,NA,NA,NA,NA,47.2099990845,-123.080001831,23,NA,Cryptomya californica,0
Heteromastus filiformis,129884,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Heteromastus,2003,NA,NA,NA,NA,46.53099823,-124.330001831,72,NA,Heteromastus filiformis,0
Odontosyllis phosphorea,330087,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Odontosyllis,2003,NA,NA,NA,NA,32.6749992371,-117.143997192,7,NA,Odontosyllis phosphorea,0
Decamastus gracilis,326885,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Decamastus,1985,NA,NA,NA,Area A-The Two Peaks,54.3199996948,-131.330001831,135,NA,Decamastus gracilis,0
Pseudopotamilla occelata,331424,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Pseudopotamilla,2000,NA,NA,NA,NA,48.4799995422,-122.989997864,41,NA,Pseudopotamilla occelata,0
Glycera nana,328132,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,2003,NA,NA,NA,NA,34.1980018616,-119.628997803,172,NA,Glycera nana,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,NA,NA,NA,NA,Puget Sound,47.3727,-122.4818,21.9,Originally identified as 'Rochefortia tumida',Kurtiella tumida,0
Mactrotoma isthmica,505728,species,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Mactrotoma,NA,NA,"NA","NA",Gulf of Panama,8.4084166667,-79.0775333333,NA,NA,Mactra fonsecana,0
Eulalia viridis,130639,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eulalia,NA,NA,Alaska,Kachemak Bay,Outside Beach,59.464233,-151.7085,NA,NA,Eulalia viridis,0
Syllis heterochaeta,195998,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllis,2003,NA,NA,NA,NA,33.9099998474,-118.5,52,NA,Typosyllis heterochaeta,0
Decamastus gracilis,326885,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Decamastus,2003,NA,NA,NA,NA,35.0419998169,-120.737998962,56,NA,Decamastus gracilis,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Salta Verde,33.31458333,-118.42151670000001,8.2,NA,Laminaria,0
Acromegalomma splendidum,994124,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Acromegalomma,1987,NA,NA,NA,Off California,41.5141716003,-124.360557556,95,NA,Megalomma splendida,0
Harmothoe imbricata,130769,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Harmothoe,NA,NA,Alaska,Kodiak Island,Akhiok Bay,56.946533,-154.12925,NA,NA,Harmothoe imbricata,0
Syllis deleoni,605492,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllis,2006,NA,NA,NA,Mexico,16.823933333333,-99.91635,12,NA,Syllis deleoni,0
Capitella,129211,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Capitella,1999,NA,NA,NA,NA,45.5400009155,-123.930000305,NA,NA,Capitella capitata cmplx,0
Pholoe glabra,330542,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pholoe,1999,NA,NA,NA,NA,38.0099983215,-122.870002747,22,NA,Pholoe glabra,0
Kellia suborbicularis,140161,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kellia,NA,NA,NA,NA,Puget Sound,48.955,-122.949722,29,Originally identified as 'Kellia suborbicularis',Kellia suborbicularis,0
Typosyllis farallonensis,332290,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Typosyllis,2003,NA,NA,NA,NA,34.1829986572,-119.353996277,28,NA,Typosyllis farallonensis,0
Mysella,138186,genus,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Mysella,NA,NA,NA,NA,Puget Sound,48.995,-122.925,34,Originally identified as 'Mysella (LPIL)',Mysella,0
Mediomastus acutus,329282,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,1999,NA,NA,NA,NA,35.1699981689,-120.720001221,7.5,NA,Mediomastus acutus,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Refugio State Beach,34.461056,-120.066872,3.5,NA,Laminaria,0
Ameritella modesta,878514,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Ameritella,2003,NA,NA,NA,NA,34.1199989319,-119.190002441,16,NA,Tellina modesta,0
Macoma carlottensis,420876,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,1999,NA,NA,NA,NA,47.8199996948,-122.809997559,63,NA,Macoma carlottensis,0
Saxidomus gigantea,546014,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Saxidomus,1992,NA,NA,NA,NA,52.3608207703,-131.350616455,0,NA,Saxidomus gigantea,0
Glycinde picta,240625,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,NA,NA,NA,NA,Puget Sound,47.4721,-122.5069,97.5,Originally identified as 'Glycinde picta',Glycinde picta,0
Pholoe glabra,330542,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pholoe,NA,NA,NA,NA,Puget Sound,48.625,-122.525833,14,Originally identified as 'Pholoe glabra',Pholoe glabra,0
Exogone (Exogone) lourei,238226,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Exogone,1999,NA,NA,NA,NA,47.2099990845,-123.080001831,23,NA,Exogone lourei,0
Heteromastus filiformis,129884,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Heteromastus,2002,NA,NA,NA,NA,47.391998291,-122.633003235,NA,NA,Heteromastus filiformis,0
Exogone (Exogone) lourei,238226,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Exogone,NA,NA,NA,NA,Puget Sound,48.528,-122.536111,4,Originally identified as 'Exogone lourei',Exogone (Exogone) lourei,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Broomtail Reef,32.694233000000004,-117.26806599999999,11,NA,Laminaria,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,2003,NA,NA,NA,NA,32.7569999695,-117.23500061,1,NA,Mediomastus sp,0
Macoma nasuta,582761,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,1910,NA,NA,NA,Skidegate,53.1623497009,-132.061035156,NA,NA,Macoma nasuta,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Pt. Joe,36.614449,-121.964996,17.5,NA,Laminaria,0
Compsomyax,492504,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Compsomyax,1960,NA,NA,NA,NA,54,-132.600006104,10.9728,NA,Compsomyax,0
Tenonia priops,334901,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Tenonia,2003,NA,NA,NA,NA,47.125,-124.641998291,89,NA,Tenonia priops,0
Pholoe glabra,330542,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pholoe,2003,NA,NA,NA,NA,33.8740005493,-118.516998291,62,NA,Pholoe glabra,0
Macoma carlottensis,420876,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,1999,NA,NA,NA,NA,47.3699989319,-123.120002747,92.5,NA,Macoma carlottensis,0
Syllis armillaris,131415,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllis,NA,NA,Alaska,Prince William Sound,Green Island,60.3,-147.4075,NA,NA,Syllis armillaris,0
Eteone leptotes,327530,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eteone,NA,NA,NA,NA,Puget Sound,47.62093,-122.5072,12.2,Originally identified as 'Eteone leptotes',Eteone leptotes,0
Scoloplos armiger,130537,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Scoloplos,2003,NA,NA,NA,NA,32.6800003052,-117.323997498,93,NA,Scoloplos armiger cmplx,0
Tellina,138533,genus,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Tellina,NA,NA,NA,NA,NA,49.1986351013184,-126.584686279297,NA,NA,Tellina,0
Lepidasthenia natans,333800,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Lepidasthenia,2003,NA,NA,NA,NA,34.3629989624,-120.010002136,439,NA,Lepidasthenia longicirrata,0
Malmgrenia lunulata,155194,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Malmgrenia,1985,NA,NA,NA,Area C-The Horseshoe,53.1899986267,-130.800003052,128,NA,Malmgreniella lunulata,0
Chone,129525,genus,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Chone,2003,NA,NA,NA,NA,33.5909996033,-118.027000427,40,NA,Chone sp b,0
Heteromastus filiformis,129884,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Heteromastus,2002,NA,NA,NA,NA,44.9039993286,-124.021003723,NA,NA,Heteromastus filiformis,0
Pholoe,129439,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pholoe,2000,NA,NA,NA,NA,48.7099990845,-123.519996643,80.5,NA,Pholoe sp. cmplx,0
Compsomyax subdiaphana,507527,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Compsomyax,2003,NA,NA,NA,NA,34.3050003052,-119.414001465,29,NA,Compsomyax subdiaphana,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,1986,NA,NA,NA,NA,53.0800018311,-130.869995117,79,NA,Rochefortia tumida,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,La Jolla Cove,32.852165,-117.26986699999999,8.8,NA,Laminaria,0
Cheilonereis cyclurus,332676,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Cheilonereis,1992,NA,NA,NA,NA,52.3499984741,-131.350006104,0,NA,Cheilonereis cyclurus,0
Tellina nuculoides,582784,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Tellina,1999,NA,NA,NA,NA,46.6489982605,-124.012001038,15,NA,Tellina nuculoides,0
Capitella,129211,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Capitella,2002,NA,NA,NA,NA,37.8260002136,-122.319000244,NA,NA,Capitella capitata cmplx,0
Mya arenaria,140430,species,Mollusca,Bivalvia,Autobranchia,Myida,Myidae,Mya,1999,NA,NA,NA,NA,45.5009994507,-123.934997559,0,NA,Mya arenaria,0
Glycera capitata,130118,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,NA,NA,NA,NA,Puget Sound,47.2653,-122.4333,9.6,Originally identified as 'Glycera capitata',Glycera capitata,0
Goniada littorea,157399,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Goniada,1999,NA,NA,NA,NA,32.7260017395,-117.179000854,5,NA,Goniada littorea,0
Exogone (Exogone) lourei,238226,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Exogone,2003,NA,NA,NA,NA,48.3149986267,-124.379997253,61,NA,Exogone lourei,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Cathedral Cove,34.016498999999996,-119.368385,4.1,NA,Laminaria,0
Eteone pacifica,254735,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eteone,1992,NA,NA,NA,NA,52.3499984741,-131.350006104,0,NA,Eteone pacifica,0
Nereis procera,329725,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,1999,NA,NA,NA,NA,43.4070014954,-124.21800231900001,4,NA,Nereis procera,0
Macoma nasuta,582761,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2002,NA,NA,NA,NA,47.6710014343,-122.565002441,NA,NA,Macoma nasuta,0
Ruditapes philippinarum,231750,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Ruditapes,2002,NA,NA,NA,NA,46.4199981689,-123.98400116,NA,NA,Venerupis philippinarum,0
Tellina,138533,genus,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Tellina,2003,NA,NA,NA,NA,33.0880012512,-117.350997925,73,NA,Tellina sp b,0
Mya arenaria,140430,species,Mollusca,Bivalvia,Autobranchia,Myida,Myidae,Mya,NA,NA,NA,NA,San Francisco Bay,38.04943,-122.4206,NA,Originally identified as 'Mya arenaria',Mya arenaria,0
Notomastus hemipodus,157504,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Notomastus,2003,NA,NA,NA,NA,46.0320014954,-124.194000244,88,NA,Notomastus hemipodus,0
Chone duneri,130888,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Chone,2003,NA,NA,NA,NA,34.0340003967,-119.351997375,84,NA,Chone duneri,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Naples Reef,34.421848,-119.9515,13,NA,Laminaria,0
Gemma gemma,156803,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Gemma,2002,NA,NA,NA,NA,37.4510002136,-122.066001892,NA,NA,Gemma gemma,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,NA,NA,NA,NA,Puget Sound,47.2267,-122.6584,75,Originally identified as 'Rochefortia tumida',Kurtiella tumida,0
Notomastus latericeus,129898,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Notomastus,2003,NA,NA,NA,NA,33.625,-118.074996948,34,NA,Notomastus latericeus,0
Phyllodoce groenlandica,334506,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,NA,NA,NA,NA,Puget Sound,47.60231,-122.3659,69,Originally identified as 'Phyllodoce groenlandica',Phyllodoce groenlandica,0
Tresus,367775,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Tresus,1960,NA,NA,NA,NA,54.0800018311,-131.25,32.9184,NA,Tresus,0
Pholoides asperus,334498,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pholoides,2003,NA,NA,NA,NA,34.2299995422,-119.68699646,135,NA,Pholoides asperus,0
Ameritella carpenteri,878479,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Ameritella,2003,NA,NA,NA,NA,47.6199989319,-124.754997253,84,NA,Tellina carpenteri,0
Sigalion spinosus,334789,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Sigalion,2003,NA,NA,NA,NA,44.5890007019,-124.249000549,70,NA,Sigalion spinosus,0
Scoloplos armiger,130537,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Scoloplos,2003,NA,NA,NA,NA,32.766998291,-117.241996765,8,NA,Scoloplos armiger cmplx,0
Naineris uncinata,329420,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Naineris,1999,NA,NA,NA,NA,43.4230003357,-124.246002197,4,NA,Naineris uncinata,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Mendocino Headlands,39.305283,-123.811218,5.2,NA,Laminaria,0
Mediomastus californiensis,157483,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,1999,NA,NA,NA,NA,35.1699981689,-120.720001221,7.5,NA,Mediomastus californiensis,0
Macoma nasuta,582761,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2002,NA,NA,NA,NA,43.4020004272,-124.209999084,NA,NA,Macoma nasuta,0
Scoloplos acmeceps,337437,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Scoloplos,2002,NA,NA,NA,NA,59.091999054,-153.091003418,130,NA,Scoloplos acmeceps,0
Gemma gemma,156803,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Gemma,NA,NA,CA,Humboldt,"Mad River Slough, Lamphere Christianson Dunes Bridge.",40.897917,-124.136,NA,NA,Gemma gemma,0
Nutricola tantilla,507789,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Nutricola,NA,NA,NA,NA,Puget Sound,48.10293,-122.75,15.3,Originally identified as 'Nutricola tantilla',Nutricola tantilla,0
Scoloplos (Scoloplos) armiger alaskensis,743511,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Scoloplos,2002,NA,NA,NA,NA,46.5340003967,-123.911003113,NA,NA,Scoloplos armiger alaskensis,0
Cryptomya californica,397065,species,Mollusca,Bivalvia,Autobranchia,Myida,Myidae,Cryptomya,1999,NA,NA,NA,NA,46.9410018921,-124.103996277,11,NA,Cryptomya californica,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Mendocino Headlands,39.305283,-123.811218,11.4,NA,Laminaria,0
Macoma elimata,582757,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2000,NA,NA,NA,NA,48.6100006104,-122.830001831,9,NA,Macoma elimata,0
Leitoscoloplos pugettensis,254746,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Leitoscoloplos,2003,NA,NA,NA,NA,47.1479988098,-124.289001465,28,NA,Leitoscoloplos pugettensis,0
Harmothoe imbricata,130769,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Harmothoe,NA,NA,Alaska,Prince William Sound,Montague Island,60.381167,-147.113,NA,NA,Harmothoe imbricata,0
Glycinde,129299,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,1999,NA,NA,NA,NA,45.5239982605,-123.912002563,1,NA,Glycinde sp,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,La Jolla Cove,32.852165,-117.26986699999999,10.8,NA,Laminaria,0
Phyllodoce hartmanae,330596,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,2003,NA,NA,NA,NA,47.5569992065,-124.646003723,60,NA,Phyllodoce hartmanae,0
Saxidomus,367777,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Saxidomus,1960,NA,NA,NA,NA,54.0299987793,-131.070007324,21.9456,NA,Saxidomus,0
Glycera capitata,130118,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,1992,NA,NA,NA,NA,52.1183891296,-131.025497437,0,NA,Glycera capitata,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,2003,NA,NA,NA,NA,38.3149986267,-123.20400238,90,NA,Mediomastus sp,0
Compsomyax subdiaphana,507527,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Compsomyax,1997,NA,NA,NA,NA,48.9500007629,-122.949996948,27.5,NA,Compsomyax subdiaphana,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,NA,NA,NA,NA,Monterey Bay NMS,37.7112,-123.1265,110,Originally identified as 'Glycinde armigera',Glycinde armigera,0
Macoma nasuta,582761,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,1998,NA,NA,NA,NA,47.7099990845,-122.620002747,17,NA,Macoma nasuta,0
Macoma inquinata,582759,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,1910,NA,NA,NA,Skidegate,53.1623497009,-132.061035156,NA,NA,Macoma inquinata,0
Nutricola,492501,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Nutricola,2003,NA,NA,NA,NA,34.047000885,-119.439002991,85,NA,Nutricola sp sd1,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,South Monastery,36.525299,-121.9319,18.7,NA,Laminaria,0
Mediomastus californiensis,157483,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,1997,NA,NA,NA,NA,48.6199989319,-122.519996643,13,NA,Mediomastus californiensis,0
Pholoe,129439,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pholoe,2003,NA,NA,NA,NA,33.9659996033,-119.605003357,82,NA,Pholoe sp b,0
Chone duneri,130888,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Chone,2003,NA,NA,NA,NA,46.0320014954,-124.194000244,88,NA,Chone duneri,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,NA,NA,NA,NA,San Francisco Bay,37.77783,-122.388,6.1,Originally identified as 'Glycinde armigera',Glycinde armigera,0
Nereis riisei,329735,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,2005,NA,"NA","NA","Isla Isabel, Playa Iguanas, regin S de la isla, al SE del Acantilado El Faro.",21.841999054,-105.885002136,2,NA,"Nereis riisei Grube, 1857",0
Sphaerosyllis californiensis,332003,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Sphaerosyllis,2000,NA,NA,NA,NA,37.9099998474,-122.449996948,39,NA,Sphaerosyllis californiensis,0
Mya arenaria,140430,species,Mollusca,Bivalvia,Autobranchia,Myida,Myidae,Mya,2002,NA,NA,NA,NA,43.4459991455,-124.228996277,NA,NA,Mya arenaria,0
Lamelliconcha unicolor,714771,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Lamelliconcha,1973,NA,Guanacaste,Santa Cruz,"Nicoya Peninsula, Playa Tamarindo",10.314372,-85.839761,NA,NA,Lamelliconcha unicolor,0
Platynereis,129381,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Platynereis,NA,NA,Washington,San Juan Co.,"San Juan Island, Friday Harbor Lab docks",48.5452777778,-123.0122222222,NA,NA,Platynereis,0
Tellina,138533,genus,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Tellina,NA,NA,Sinaloa,"NA",Circa 4.5 mi W of Topolobampo,25.599982,-109.122487,NA,NA,Tellina,0
Myxicola infundibulum,130932,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Myxicola,NA,NA,Washington,San Juan County,"San Juan Island, between Brown Island and San Juan Island",48.5434,-123.0078,NA,NA,Myxicola infundibulum,0
Eteone leptotes,327530,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eteone,1986,NA,California,NA,"Santa Maria Basin, Off Point Sal",34.9216690063,-120.764442444,90,NA,Eteone leptotes,0
Kurtiella grippi,876471,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,2003,NA,NA,NA,NA,33.7459983826,-118.216003418,25,NA,Rochefortia grippi,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Casino Point,33.349167,-118.32496599999999,15.5,NA,Laminaria,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Point Buchon,35.237446000000006,-120.900002,15.7,NA,Laminaria,0
Syllis,129680,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllis,NA,NA,Alaska,Kachemak Bay,Outside Beach,59.464233,-151.7085,NA,NA,Syllis,0
Pholoe,129439,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pholoe,2000,NA,NA,NA,NA,48.4799995422,-122.989997864,41,NA,Pholoe sp. cmplx,0
Glycera prosobranchia,328142,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,NA,NA,NA,NA,Guerrero shelf,16.7523,-99.817633,65,NA,Glycera prosobranchia,0
Gymnonereis crosslandi,333515,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Gymnonereis,2003,NA,NA,NA,NA,33.7220001221,-118.211997986,15,NA,Gymnonereis crosslandi,0
Anguillosyllis inornata,1442152,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Anguillosyllis,2002,NA,NA,NA,Gulf of the Farallones,37.615833333333,-123.48366666667,2954,NA,Anguillosyllis inornata,0
Nereis zonata,130407,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,1986,NA,NA,NA,Area C-The Horseshoe,53.1800003052,-130.789993286,128,NA,Nereis zonata,0
Alitta succinea,234850,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Alitta,NA,NA,NA,NA,San Francisco Bay,38.07033,-122.2491,3.4,Originally identified as 'Neanthes succinea',Alitta succinea,0
Mediomastus californiensis,157483,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,2002,NA,NA,NA,NA,43.4309997559,-124.208999634,NA,NA,Mediomastus californiensis,0
Limecola balthica,880017,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Limecola,1910,NA,NA,NA,Skidegate,53.1623497009,-132.061035156,NA,NA,Macoma balthica,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,NA,NA,NA,NA,San Francisco Bay,37.76842,-122.3816,7.9,Originally identified as 'Glycinde armigera',Glycinde armigera,0
Heteromastus filobranchus,328370,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Heteromastus,2002,NA,NA,NA,NA,38.1100006104,-122.325996399,NA,NA,Heteromastus filobranchus,0
Eteone leptotes,327530,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eteone,NA,NA,NA,NA,Puget Sound,47.62811,-122.3794,12.3,Originally identified as 'Eteone leptotes',Eteone leptotes,0
